t,x,y,vx,vy,pitch,roll,engine_out
1089.40,21788.00,19.70,20.00,-1.87,0.0085,-0.0013,0
1089.60,21792.00,19.48,20.00,-1.93,0.0106,0.0015,0
1089.80,21796.00,19.23,20.00,-1.97,0.0163,0.0100,0
1090.00,21800.00,18.96,20.00,-2.00,0.0111,0.0124,0
1090.20,21804.00,18.68,20.00,-2.00,0.0224,0.0085,0
1090.40,21808.00,18.38,20.00,-1.98,0.0226,0.0268,0
1090.60,21812.00,18.07,20.00,-1.95,0.0239,0.0228,0
1090.80,21816.00,17.75,20.00,-1.89,0.0236,0.0210,0
1091.00,21820.00,17.43,20.00,-1.81,0.0259,0.0334,0
1091.20,21824.00,17.10,20.00,-1.72,0.0250,0.0225,0
1091.40,21828.00,16.78,20.00,-1.61,0.0286,0.0262,0
1091.60,21832.00,16.47,20.00,-1.49,0.0265,0.0356,0
1091.80,21836.00,16.16,20.00,-1.34,0.0315,0.0343,0
1092.00,21840.00,15.87,20.00,-1.19,0.0265,0.0430,0
1092.20,21844.00,15.59,20.00,-1.02,0.0263,0.0441,0
1092.40,21848.00,15.33,20.00,-0.85,0.0268,0.0425,0
1092.60,21852.00,15.09,20.00,-0.66,0.0299,0.0506,0
1092.80,21856.00,14.88,20.00,-0.47,0.0228,0.0492,0
1093.00,21860.00,14.68,20.00,-0.27,0.0238,0.0434,0
1093.20,21864.00,14.52,20.00,-0.07,0.0165,0.0506,0
1093.40,21868.00,14.38,20.00,0.13,0.0174,0.0518,0
1093.60,21872.00,14.26,20.00,0.32,0.0081,0.0572,0
1093.80,21876.00,14.18,20.00,0.52,0.0082,0.0547,0
1094.00,21880.00,14.12,20.00,0.71,0.0043,0.0559,0
1094.20,21884.00,14.10,20.00,0.89,0.0026,0.0484,0
1094.40,21888.00,14.10,20.00,1.07,-0.0024,0.0512,0
1094.60,21892.00,14.13,20.00,1.23,-0.0004,0.0504,0
1094.80,21896.00,14.19,20.00,1.38,-0.0038,0.0583,0
1095.00,21900.00,14.27,20.00,1.52,-0.0081,0.0392,0
1095.20,21904.00,14.38,20.00,1.64,-0.0183,0.0537,0
1095.40,21908.00,14.51,20.00,1.75,-0.0202,0.0544,0
1095.60,21912.00,14.66,20.00,1.84,-0.0212,0.0422,0
1095.80,21916.00,14.82,20.00,1.91,-0.0282,0.0457,0
1096.00,21920.00,15.01,20.00,1.96,-0.0274,0.0380,0
1096.20,21924.00,15.20,20.00,1.99,-0.0225,0.0382,0
1096.40,21928.00,15.41,20.00,2.00,-0.0311,0.0496,0
1096.60,21932.00,15.63,20.00,1.99,-0.0273,0.0432,0
1096.80,21936.00,15.85,20.00,1.96,-0.0338,0.0462,0
1097.00,21940.00,16.07,20.00,1.92,-0.0269,0.0256,0
1097.20,21944.00,16.29,20.00,1.85,-0.0271,0.0386,0
1097.40,21948.00,16.51,20.00,1.76,-0.0268,0.0329,0
1097.60,21952.00,16.72,20.00,1.66,-0.0302,0.0327,0
1097.80,21956.00,16.92,20.00,1.54,-0.0303,0.0271,0
1098.00,21960.00,17.11,20.00,1.40,-0.0254,0.0281,0
1098.20,21964.00,17.29,20.00,1.26,-0.0186,0.0106,0
1098.40,21968.00,17.45,20.00,1.09,-0.0205,0.0114,0
1098.60,21972.00,17.60,20.00,0.92,-0.0198,0.0186,0
1098.80,21976.00,17.72,20.00,0.74,-0.0133,0.0082,0
1099.00,21980.00,17.82,20.00,0.55,-0.0078,0.0140,0
1099.20,21984.00,17.91,20.00,0.36,-0.0059,0.0045,0
1099.40,21988.00,17.96,20.00,0.16,0.0019,0.0068,0
1099.60,21992.00,18.00,20.00,-0.04,0.0013,0.0072,0
1099.80,21996.00,18.01,20.00,-0.24,0.0005,-0.0066,0
1100.00,22000.00,18.00,20.00,-0.44,0.0041,-0.0160,0
1100.20,22004.00,17.96,20.00,-0.63,0.0095,-0.0034,0
1100.40,22008.00,17.90,20.00,-0.82,0.0166,-0.0025,0
1100.60,22012.00,17.82,20.00,-1.00,0.0218,-0.0114,0
1100.80,22016.00,17.71,20.00,-1.16,0.0203,-0.0128,0
1101.00,22020.00,17.59,20.00,-1.32,0.0212,-0.0226,0
1101.20,22024.00,17.45,20.00,-1.46,0.0281,-0.0315,0
1101.40,22028.00,17.29,20.00,-1.59,0.0267,-0.0215,0
1101.60,22032.00,17.12,20.00,-1.71,0.0233,-0.0257,0
1101.80,22036.00,16.93,20.00,-1.80,0.0341,-0.0370,0
1102.00,22040.00,16.74,20.00,-1.88,0.0330,-0.0307,0
1102.20,22044.00,16.54,20.00,-1.94,0.0263,-0.0332,0
1102.40,22048.00,16.33,20.00,-1.98,0.0307,-0.0431,0
1102.60,22052.00,16.12,20.00,-2.00,0.0294,-0.0327,0
1102.80,22056.00,15.91,20.00,-2.00,0.0233,-0.0431,0
1103.00,22060.00,15.71,20.00,-1.98,0.0272,-0.0396,0
1103.20,22064.00,15.51,20.00,-1.94,0.0248,-0.0359,0
1103.40,22068.00,15.33,20.00,-1.88,0.0255,-0.0526,0
1103.60,22072.00,15.15,20.00,-1.80,0.0242,-0.0567,0
1103.80,22076.00,14.99,20.00,-1.70,0.0178,-0.0471,0
1104.00,22080.00,14.84,20.00,-1.59,0.0103,-0.0468,0
1104.20,22084.00,14.72,20.00,-1.46,0.0144,-0.0569,0
1104.40,22088.00,14.61,20.00,-1.32,0.0115,-0.0463,0
1104.60,22092.00,14.53,20.00,-1.16,0.0072,-0.0462,0
1104.80,22096.00,14.47,20.00,-0.99,-0.0019,-0.0482,0
1105.00,22100.00,14.43,20.00,-0.82,-0.0036,-0.0415,0
1105.20,22104.00,14.43,20.00,-0.63,-0.0053,-0.0532,0
1105.40,22108.00,14.44,20.00,-0.44,-0.0083,-0.0402,0
1105.60,22112.00,14.49,20.00,-0.24,-0.0098,-0.0405,0
1105.80,22116.00,14.56,20.00,-0.04,-0.0183,-0.0553,0
1106.00,22120.00,14.66,20.00,0.16,-0.0152,-0.0467,0
1106.20,22124.00,14.78,20.00,0.36,-0.0207,-0.0444,0
1106.40,22128.00,14.94,20.00,0.55,-0.0210,-0.0458,0
1106.60,22132.00,15.11,20.00,0.74,-0.0268,-0.0464,0
1106.80,22136.00,15.31,20.00,0.92,-0.0317,-0.0314,0
1107.00,22140.00,15.52,20.00,1.10,-0.0275,-0.0365,0
1107.20,22144.00,15.76,20.00,1.26,-0.0253,-0.0442,0
1107.40,22148.00,16.01,20.00,1.41,-0.0308,-0.0303,0
1107.60,22152.00,16.28,20.00,1.54,-0.0285,-0.0376,0
1107.80,22156.00,16.56,20.00,1.66,-0.0246,-0.0348,0
1108.00,22160.00,16.84,20.00,1.76,-0.0312,-0.0384,0
1108.20,22164.00,17.13,20.00,1.85,-0.0227,-0.0171,0
1108.40,22168.00,17.42,20.00,1.92,-0.0274,-0.0249,0
1108.60,22172.00,17.72,20.00,1.96,-0.0185,-0.0260,0
1108.80,22176.00,18.00,20.00,1.99,-0.0182,-0.0239,0
1109.00,22180.00,18.28,20.00,2.00,-0.0207,-0.0087,0
1109.20,22184.00,18.55,20.00,1.99,-0.0107,-0.0213,0
1109.40,22188.00,18.81,20.00,1.96,-0.0132,-0.0086,0
1109.60,22192.00,19.04,20.00,1.91,-0.0089,-0.0108,0
1109.80,22196.00,19.26,20.00,1.84,-0.0047,-0.0024,0
1110.00,22200.00,19.46,20.00,1.75,-0.0033,-0.0072,0
1110.20,22204.00,19.63,20.00,1.64,0.0072,-0.0001,0
1110.40,22208.00,19.77,20.00,1.52,0.0021,0.0021,0
1110.60,22212.00,19.88,20.00,1.38,0.0145,0.0156,0
1110.80,22216.00,19.96,20.00,1.23,0.0165,0.0185,0
1111.00,22220.00,20.01,20.00,1.07,0.0213,0.0064,0
1111.20,22224.00,20.02,20.00,0.89,0.0161,0.0116,0
1111.40,22228.00,20.00,20.00,0.71,0.0215,0.0289,0
1111.60,22232.00,19.94,20.00,0.52,0.0213,0.0287,0
1111.80,22236.00,19.85,20.00,0.32,0.0289,0.0160,0
1112.00,22240.00,19.72,20.00,0.12,0.0283,0.0377,0
1112.20,22244.00,19.56,20.00,-0.08,0.0294,0.0345,0
1112.40,22248.00,19.36,20.00,-0.28,0.0250,0.0415,0
1112.60,22252.00,19.13,20.00,-0.47,0.0300,0.0331,0
1112.80,22256.00,18.87,20.00,-0.66,0.0333,0.0272,0
1113.00,22260.00,18.58,20.00,-0.85,0.0252,0.0406,0
1113.20,22264.00,18.26,20.00,-1.03,0.0262,0.0358,0
1113.40,22268.00,17.92,20.00,-1.19,0.0276,0.0470,0
1113.60,22272.00,17.56,20.00,-1.35,0.0299,0.0514,0
1113.80,22276.00,17.18,20.00,-1.49,0.0226,0.0536,0
1114.00,22280.00,16.79,20.00,-1.61,0.0158,0.0425,0
1114.20,22284.00,16.38,20.00,-1.72,0.0222,0.0454,0
1114.40,22288.00,15.97,20.00,-1.82,0.0134,0.0580,0
1114.60,22292.00,15.55,20.00,-1.89,0.0151,0.0587,0
1114.80,22296.00,15.14,20.00,-1.95,0.0046,0.0466,0
1115.00,22300.00,14.73,20.00,-1.98,0.0002,0.0447,0
1115.20,22304.00,14.33,20.00,-2.00,0.0028,0.0570,0
1115.40,22308.00,13.94,20.00,-2.00,-0.0002,0.0516,0
1115.60,22312.00,13.56,20.00,-1.97,-0.0045,0.0414,0
1115.80,22316.00,13.21,20.00,-1.93,-0.0112,0.0419,0
1116.00,22320.00,12.88,20.00,-1.87,-0.0151,0.0483,0
1116.20,22324.00,12.58,20.00,-1.79,-0.0139,0.0508,0
1116.40,22328.00,12.31,20.00,-1.69,-0.0201,0.0536,0
1116.60,22332.00,12.08,20.00,-1.57,-0.0221,0.0465,0
1116.80,22336.00,11.88,20.00,-1.44,-0.0238,0.0474,0
1117.00,22340.00,11.72,20.00,-1.29,-0.0236,0.0342,0
1117.20,22344.00,11.60,20.00,-1.14,-0.0322,0.0341,0
1117.40,22348.00,11.52,20.00,-0.96,-0.0250,0.0343,0
1117.60,22352.00,11.49,20.00,-0.79,-0.0303,0.0323,0
1117.80,22356.00,11.51,20.00,-0.60,-0.0263,0.0450,0
1118.00,22360.00,11.56,20.00,-0.40,-0.0288,0.0269,0
1118.20,22364.00,11.67,20.00,-0.21,-0.0290,0.0234,0
1118.40,22368.00,11.82,20.00,-0.01,-0.0335,0.0239,0
1118.60,22372.00,12.01,20.00,0.19,-0.0230,0.0350,0
1118.80,22376.00,12.24,20.00,0.39,-0.0299,0.0216,0
1119.00,22380.00,12.52,20.00,0.58,-0.0257,0.0239,0
1119.20,22384.00,12.84,20.00,0.77,-0.0253,0.0261,0
1119.40,22388.00,13.19,20.00,0.95,-0.0137,0.0076,0
1119.60,22392.00,13.58,20.00,1.12,-0.0176,0.0041,0
1119.80,22396.00,14.00,20.00,1.28,-0.0103,0.0192,0
1120.00,22400.00,14.45,20.00,1.43,-0.0113,0.0076,0
1120.20,22404.00,14.92,20.00,1.56,-0.0039,-0.0011,0
1120.40,22408.00,15.41,20.00,1.68,0.0025,-0.0025,0
1120.60,22412.00,15.91,20.00,1.78,-0.0012,0.0074,0
1120.80,22416.00,16.43,20.00,1.86,0.0022,-0.0063,0
1121.00,22420.00,16.95,20.00,1.93,0.0077,-0.0161,0
1121.20,22424.00,17.47,20.00,1.97,0.0162,-0.0067,0
1121.40,22428.00,17.99,20.00,1.99,0.0181,-0.0190,0
1121.60,22432.00,18.51,20.00,2.00,0.0148,-0.0174,0
1121.80,22436.00,19.01,20.00,1.98,0.0230,-0.0165,0
1122.00,22440.00,19.49,20.00,1.95,0.0196,-0.0244,0
1122.20,22444.00,19.95,20.00,1.89,0.0220,-0.0212,0
1122.40,22448.00,20.39,20.00,1.82,0.0223,-0.0231,0
1122.60,22452.00,20.79,20.00,1.73,0.0276,-0.0333,0
1122.80,22456.00,21.17,20.00,1.62,0.0283,-0.0272,0
1123.00,22460.00,21.50,20.00,1.50,0.0271,-0.0375,0
1123.20,22464.00,21.79,20.00,1.36,0.0250,-0.0264,0
1123.40,22468.00,22.04,20.00,1.20,0.0277,-0.0468,0
1123.60,22472.00,22.24,20.00,1.04,0.0256,-0.0394,0
1123.80,22476.00,22.40,20.00,0.86,0.0281,-0.0435,0
1124.00,22480.00,22.50,20.00,0.68,0.0309,-0.0381,0
1124.20,22484.00,22.55,20.00,0.49,0.0243,-0.0446,0
1124.40,22488.00,22.55,20.00,0.29,0.0215,-0.0425,0
1124.60,22492.00,22.50,20.00,0.09,0.0224,-0.0438,0
1124.80,22496.00,22.39,20.00,-0.11,0.0131,-0.0533,0
1125.00,22500.00,22.23,20.00,-0.31,0.0116,-0.0533,0
1125.20,22504.00,22.02,20.00,-0.50,0.0085,-0.0501,0
1125.40,22508.00,21.76,20.00,-0.70,0.0042,-0.0593,0
1125.60,22512.00,21.46,20.00,-0.88,-0.0014,-0.0550,0
1125.80,22516.00,21.10,20.00,-1.05,-0.0004,-0.0487,0
1126.00,22520.00,20.71,20.00,-1.22,-0.0048,-0.0582,0
1126.20,22524.00,20.28,20.00,-1.37,-0.0034,-0.0512,0
1126.40,22528.00,19.81,20.00,-1.51,-0.0082,-0.0414,0
1126.60,22532.00,19.31,20.00,-1.63,-0.0190,-0.0447,0
1126.80,22536.00,18.79,20.00,-1.74,-0.0156,-0.0547,0
1127.00,22540.00,18.24,20.00,-1.83,-0.0251,-0.0543,0
1127.20,22544.00,17.67,20.00,-1.90,-0.0249,-0.0477,0
1127.40,22548.00,17.10,20.00,-1.95,-0.0214,-0.0517,0
1127.60,22552.00,16.51,20.00,-1.99,-0.0238,-0.0328,0
1127.80,22556.00,15.92,20.00,-2.00,-0.0296,-0.0400,0
1128.00,22560.00,15.34,20.00,-1.99,-0.0337,-0.0297,0
1128.20,22564.00,14.76,20.00,-1.97,-0.0256,-0.0290,0
1128.40,22568.00,14.19,20.00,-1.92,-0.0274,-0.0359,0
1128.60,22572.00,13.65,20.00,-1.85,-0.0286,-0.0383,0
1128.80,22576.00,13.12,20.00,-1.77,-0.0247,-0.0365,0
1129.00,22580.00,12.63,20.00,-1.67,-0.0323,-0.0353,0
1129.20,22584.00,12.16,20.00,-1.55,-0.0271,-0.0259,0
1129.40,22588.00,11.74,20.00,-1.42,-0.0275,-0.0321,0
1129.60,22592.00,11.35,20.00,-1.27,-0.0200,-0.0288,0
1129.80,22596.00,11.00,20.00,-1.11,-0.0171,-0.0101,0
1130.00,22600.00,10.71,20.00,-0.94,-0.0121,-0.0133,0
1130.20,22604.00,10.46,20.00,-0.75,-0.0164,-0.0139,0
1130.40,22608.00,10.26,20.00,-0.57,-0.0139,-0.0063,0
1130.60,22612.00,10.12,20.00,-0.37,-0.0073,-0.0140,0
1130.80,22616.00,10.03,20.00,-0.17,-0.0023,-0.0082,0
1131.00,22620.00,10.00,20.00,0.03,-0.0023,0.0050,0
1131.20,22624.00,10.02,20.00,0.23,0.0000,-0.0023,0
1131.40,22628.00,10.10,20.00,0.42,0.0033,0.0131,0
1131.60,22632.00,10.24,20.00,0.62,0.0117,0.0048,0
1131.80,22636.00,10.42,20.00,0.80,0.0143,0.0083,0
1132.00,22640.00,10.66,20.00,0.98,0.0169,0.0194,0
1132.20,22644.00,10.96,20.00,1.15,0.0178,0.0210,0
1132.40,22648.00,11.29,20.00,1.31,0.0185,0.0183,0
1132.60,22652.00,11.68,20.00,1.45,0.0288,0.0268,0
1132.80,22656.00,12.10,20.00,1.58,0.0291,0.0194,0
1133.00,22660.00,12.56,20.00,1.70,0.0244,0.0385,0
1133.20,22664.00,13.06,20.00,1.79,0.0252,0.0389,0
1133.40,22668.00,13.58,20.00,1.87,0.0267,0.0388,0
1133.60,22672.00,14.13,20.00,1.93,0.0329,0.0264,0
1133.80,22676.00,14.70,20.00,1.98,0.0286,0.0295,0
1134.00,22680.00,15.28,20.00,2.00,0.0318,0.0404,0
1134.20,22684.00,15.87,20.00,2.00,0.0234,0.0328,0
1134.40,22688.00,16.47,20.00,1.98,0.0234,0.0345,0
1134.60,22692.00,17.06,20.00,1.94,0.0242,0.0538,0
1134.80,22696.00,17.65,20.00,1.88,0.0246,0.0361,0
1135.00,22700.00,18.23,20.00,1.81,0.0232,0.0503,0
1135.20,22704.00,18.79,20.00,1.71,0.0154,0.0528,0
1135.40,22708.00,19.32,20.00,1.60,0.0137,0.0462,0
1135.60,22712.00,19.84,20.00,1.47,0.0064,0.0531,0
1135.80,22716.00,20.32,20.00,1.33,0.0109,0.0430,0
1136.00,22720.00,20.77,20.00,1.18,0.0061,0.0510,0
1136.20,22724.00,21.17,20.00,1.01,-0.0019,0.0583,0
1136.40,22728.00,21.54,20.00,0.83,-0.0070,0.0518,0
1136.60,22732.00,21.86,20.00,0.64,-0.0065,0.0585,0
1136.80,22736.00,22.14,20.00,0.45,-0.0097,0.0408,0
1137.00,22740.00,22.36,20.00,0.26,-0.0132,0.0387,0
1137.20,22744.00,22.53,20.00,0.06,-0.0146,0.0543,0
1137.40,22748.00,22.65,20.00,-0.14,-0.0165,0.0462,0
1137.60,22752.00,22.72,20.00,-0.34,-0.0256,0.0555,0
1137.80,22756.00,22.73,20.00,-0.54,-0.0214,0.0457,0
1138.00,22760.00,22.69,20.00,-0.73,-0.0237,0.0389,0
1138.20,22764.00,22.59,20.00,-0.91,-0.0323,0.0324,0
1138.40,22768.00,22.44,20.00,-1.08,-0.0309,0.0466,0
1138.60,22772.00,22.25,20.00,-1.24,-0.0301,0.0289,0
1138.80,22776.00,22.00,20.00,-1.39,-0.0300,0.0417,0
1139.00,22780.00,21.71,20.00,-1.53,-0.0278,0.0423,0
1139.20,22784.00,21.37,20.00,-1.65,-0.0332,0.0317,0
1139.40,22788.00,20.99,20.00,-1.76,-0.0322,0.0252,0
1139.60,22792.00,20.58,20.00,-1.84,-0.0238,0.0204,0
1139.80,22796.00,20.14,20.00,-1.91,-0.0270,0.0300,0
1140.00,22800.00,19.67,20.00,-1.96,-0.0203,0.0236,0
1140.20,22804.00,19.17,20.00,-1.99,-0.0244,0.0202,0
1140.40,22808.00,18.65,20.00,-2.00,-0.0169,0.0186,0
1140.60,22812.00,18.12,20.00,-1.99,-0.0150,0.0063,0
1140.80,22816.00,17.58,20.00,-1.96,-0.0163,0.0190,0
1141.00,22820.00,17.04,20.00,-1.91,-0.0040,0.0024,0
1141.20,22824.00,16.49,20.00,-1.84,-0.0041,0.0001,0
1141.40,22828.00,15.95,20.00,-1.75,-0.0001,-0.0030,0
1141.60,22832.00,15.42,20.00,-1.65,-0.0003,0.0047,0
1141.80,22836.00,14.91,20.00,-1.53,0.0032,-0.0044,0
1142.00,22840.00,14.41,20.00,-1.39,0.0119,-0.0054,0
1142.20,22844.00,13.94,20.00,-1.24,0.0123,-0.0056,0
1142.40,22848.00,13.49,20.00,-1.08,0.0205,-0.0082,0
1142.60,22852.00,13.08,20.00,-0.91,0.0236,-0.0258,0
1142.80,22856.00,12.70,20.00,-0.72,0.0205,-0.0287,0
1143.00,22860.00,12.35,20.00,-0.53,0.0196,-0.0253,0
1143.20,22864.00,12.05,20.00,-0.34,0.0213,-0.0319,0
1143.40,22868.00,11.79,20.00,-0.14,0.0317,-0.0272,0
1143.60,22872.00,11.57,20.00,0.06,0.0268,-0.0386,0
1143.80,22876.00,11.40,20.00,0.26,0.0253,-0.0409,0
1144.00,22880.00,11.28,20.00,0.46,0.0291,-0.0417,0
1144.20,22884.00,11.20,20.00,0.65,0.0283,-0.0407,0
1144.40,22888.00,11.17,20.00,0.83,0.0311,-0.0403,0
1144.60,22892.00,11.19,20.00,1.01,0.0296,-0.0318,0
1144.80,22896.00,11.26,20.00,1.18,0.0303,-0.0419,0
1145.00,22900.00,11.37,20.00,1.33,0.0252,-0.0449,0
1145.20,22904.00,11.52,20.00,1.48,0.0259,-0.0362,0
1145.40,22908.00,11.72,20.00,1.60,0.0247,-0.0509,0
1145.60,22912.00,11.96,20.00,1.71,0.0187,-0.0544,0
1145.80,22916.00,12.23,20.00,1.81,0.0106,-0.0533,0
1146.00,22920.00,12.54,20.00,1.89,0.0129,-0.0495,0
1146.20,22924.00,12.88,20.00,1.94,0.0119,-0.0506,0
1146.40,22928.00,13.24,20.00,1.98,0.0046,-0.0573,0
1146.60,22932.00,13.63,20.00,2.00,0.0052,-0.0560,0
1146.80,22936.00,14.04,20.00,2.00,-0.0047,-0.0504,0
1147.00,22940.00,14.47,20.00,1.97,-0.0052,-0.0428,0
1147.20,22944.00,14.90,20.00,1.93,-0.0082,-0.0431,0
1147.40,22948.00,15.35,20.00,1.87,-0.0122,-0.0571,0
1147.60,22952.00,15.79,20.00,1.79,-0.0158,-0.0519,0
1147.80,22956.00,16.24,20.00,1.70,-0.0195,-0.0552,0
1148.00,22960.00,16.68,20.00,1.58,-0.0245,-0.0428,0
1148.20,22964.00,17.11,20.00,1.45,-0.0270,-0.0478,0
1148.40,22968.00,17.52,20.00,1.31,-0.0283,-0.0514,0
1148.60,22972.00,17.92,20.00,1.15,-0.0318,-0.0421,0
1148.80,22976.00,18.30,20.00,0.98,-0.0263,-0.0453,0
1149.00,22980.00,18.66,20.00,0.80,-0.0340,-0.0482,0
1149.20,22984.00,18.99,20.00,0.61,-0.0276,-0.0406,0
1149.40,22988.00,19.29,20.00,0.42,-0.0315,-0.0361,0
1149.60,22992.00,19.56,20.00,0.22,-0.0251,-0.0343,0
1149.80,22996.00,19.79,20.00,0.02,-0.0269,-0.0207,0
1150.00,23000.00,19.99,20.00,-0.18,-0.0269,-0.0270,0
1150.20,23004.00,20.15,20.00,-0.37,-0.0255,-0.0332,0
1150.40,23008.00,20.28,20.00,-0.57,-0.0217,-0.0182,0
1150.60,23012.00,20.36,20.00,-0.76,-0.0172,-0.0211,0
1150.80,23016.00,20.41,20.00,-0.94,-0.0174,-0.0217,0
1151.00,23020.00,20.42,20.00,-1.11,-0.0145,-0.0228,0
1151.20,23024.00,20.39,20.00,-1.27,-0.0104,-0.0182,0
1151.40,23028.00,20.33,20.00,-1.42,-0.0060,-0.0032,0
1151.60,23032.00,20.23,20.00,-1.55,-0.0085,-0.0123,0
1151.80,23036.00,20.10,20.00,-1.67,-0.0019,-0.0095,0
1152.00,23040.00,19.93,20.00,-1.77,0.0047,-0.0021,0
1152.20,23044.00,19.74,20.00,-1.86,0.0049,0.0056,0
1152.40,23048.00,19.52,20.00,-1.92,0.0059,0.0161,0
1152.60,23052.00,19.27,20.00,-1.97,0.0104,0.0019,0
1152.80,23056.00,19.01,20.00,-1.99,0.0188,0.0061,0
1153.00,23060.00,18.72,20.00,-2.00,0.0173,0.0245,0
1153.20,23064.00,18.43,20.00,-1.99,0.0247,0.0148,0
1153.40,23068.00,18.12,20.00,-1.95,0.0220,0.0182,0
1153.60,23072.00,17.80,20.00,-1.90,0.0226,0.0148,0
1153.80,23076.00,17.48,20.00,-1.83,0.0306,0.0254,0
1154.00,23080.00,17.15,20.00,-1.74,0.0292,0.0283,0
1154.20,23084.00,16.83,20.00,-1.63,0.0289,0.0414,0
1154.40,23088.00,16.52,20.00,-1.51,0.0271,0.0373,0
1154.60,23092.00,16.21,20.00,-1.37,0.0283,0.0378,0
1154.80,23096.00,15.92,20.00,-1.22,0.0340,0.0468,0
1155.00,23100.00,15.64,20.00,-1.05,0.0332,0.0374,0
1155.20,23104.00,15.37,20.00,-0.88,0.0275,0.0363,0
1155.40,23108.00,15.13,20.00,-0.69,0.0259,0.0474,0
1155.60,23112.00,14.91,20.00,-0.50,0.0260,0.0388,0
1155.80,23116.00,14.71,20.00,-0.30,0.0236,0.0432,0
1156.00,23120.00,14.54,20.00,-0.11,0.0206,0.0518,0
1156.20,23124.00,14.40,20.00,0.09,0.0199,0.0391,0
1156.40,23128.00,14.28,20.00,0.29,0.0166,0.0546,0
1156.60,23132.00,14.19,20.00,0.49,0.0083,0.0516,0
1156.80,23136.00,14.13,20.00,0.68,0.0015,0.0506,0
1157.00,23140.00,14.10,20.00,0.86,0.0055,0.0545,0
1157.20,23144.00,14.10,20.00,1.04,0.0029,0.0579,0
1157.40,23148.00,14.12,20.00,1.21,-0.0036,0.0447,0
1157.60,23152.00,14.18,20.00,1.36,-0.0118,0.0473,0
1157.80,23156.00,14.26,20.00,1.50,-0.0070,0.0573,0
1158.00,23160.00,14.36,20.00,1.62,-0.0161,0.0456,0
1158.20,23164.00,14.49,20.00,1.73,-0.0128,0.0476,0
1158.40,23168.00,14.63,20.00,1.82,-0.0236,0.0505,0
1158.60,23172.00,14.80,20.00,1.90,-0.0256,0.0550,0
1158.80,23176.00,14.98,20.00,1.95,-0.0262,0.0476,0
1159.00,23180.00,15.17,20.00,1.98,-0.0252,0.0380,0
1159.20,23184.00,15.38,20.00,2.00,-0.0279,0.0352,0
1159.40,23188.00,15.59,20.00,1.99,-0.0323,0.0403,0
1159.60,23192.00,15.81,20.00,1.97,-0.0271,0.0363,0
1159.80,23196.00,16.03,20.00,1.92,-0.0289,0.0305,0
1160.00,23200.00,16.25,20.00,1.86,-0.0316,0.0406,0
1160.20,23204.00,16.47,20.00,1.78,-0.0295,0.0270,0
1160.40,23208.00,16.69,20.00,1.68,-0.0310,0.0338,0
1160.60,23212.00,16.89,20.00,1.56,-0.0254,0.0263,0
1160.80,23216.00,17.08,20.00,1.43,-0.0254,0.0181,0
1161.00,23220.00,17.26,20.00,1.28,-0.0238,0.0246,0
1161.20,23224.00,17.43,20.00,1.12,-0.0213,0.0224,0
1161.40,23228.00,17.57,20.00,0.95,-0.0131,0.0195,0
1161.60,23232.00,17.70,20.00,0.77,-0.0091,0.0056,0
1161.80,23236.00,17.81,20.00,0.58,-0.0057,0.0000,0
1162.00,23240.00,17.89,20.00,0.39,-0.0050,0.0068,0
1162.20,23244.00,17.96,20.00,0.19,-0.0074,0.0113,0
1162.40,23248.00,17.99,20.00,-0.01,0.0036,-0.0062,0
1162.60,23252.00,18.01,20.00,-0.21,0.0053,-0.0084,0
1162.80,23256.00,18.00,20.00,-0.41,0.0094,-0.0108,0
1163.00,23260.00,17.97,20.00,-0.60,0.0141,0.0006,0
1163.20,23264.00,17.91,20.00,-0.79,0.0129,-0.0201,0
1163.40,23268.00,17.83,20.00,-0.97,0.0153,-0.0051,0
1163.60,23272.00,17.73,20.00,-1.14,0.0227,-0.0271,0
1163.80,23276.00,17.61,20.00,-1.30,0.0205,-0.0245,0
1164.00,23280.00,17.47,20.00,-1.44,0.0280,-0.0232,0
1164.20,23284.00,17.32,20.00,-1.57,0.0300,-0.0195,0
1164.40,23288.00,17.14,20.00,-1.69,0.0287,-0.0328,0
1164.60,23292.00,16.96,20.00,-1.79,0.0274,-0.0333,0
1164.80,23296.00,16.77,20.00,-1.87,0.0303,-0.0284,0
1165.00,23300.00,16.57,20.00,-1.93,0.0275,-0.0270,0
1165.20,23304.00,16.36,20.00,-1.97,0.0256,-0.0473,0
1165.40,23308.00,16.15,20.00,-2.00,0.0285,-0.0355,0
1165.60,23312.00,15.95,20.00,-2.00,0.0296,-0.0417,0
1165.80,23316.00,15.74,20.00,-1.98,0.0226,-0.0435,0
1166.00,23320.00,15.54,20.00,-1.95,0.0202,-0.0371,0
1166.20,23324.00,15.36,20.00,-1.89,0.0220,-0.0492,0
1166.40,23328.00,15.18,20.00,-1.81,0.0177,-0.0493,0
1166.60,23332.00,15.01,20.00,-1.72,0.0182,-0.0573,0
1166.80,23336.00,14.87,20.00,-1.61,0.0177,-0.0385,0
1167.00,23340.00,14.74,20.00,-1.48,0.0073,-0.0437,0
1167.20,23344.00,14.63,20.00,-1.34,0.0027,-0.0543,0
1167.40,23348.00,14.54,20.00,-1.19,-0.0009,-0.0569,0
1167.60,23352.00,14.48,20.00,-1.02,-0.0031,-0.0503,0
1167.80,23356.00,14.44,20.00,-0.85,-0.0003,-0.0477,0
